date,serial_number,model,capacity_bytes,failure,smart_1_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw,smart_12_raw,smart_187_raw,smart_188_raw,smart_190_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_195_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_240_raw,smart_241_raw,smart_242_raw
2023-01-10,ZCH0DJV4,ST12000NM0007,12000138625024,0,84937488.0,18.0,0.0,159962615.0,21647.0,18.0,0.0,0.0,25.0,352.0,969.0,25.0,84937488.0,0.0,0.0,0.0,21541.0,63189104864.0,263556966622.0
2023-01-10,ZCH0EE8C,ST12000NM0007,12000138625024,0,60198440.0,21.0,0.0,704682105.0,29016.0,21.0,0.0,0.0,38.0,338.0,1601.0,38.0,60198440.0,0.0,0.0,0.0,28783.0,95673174096.0,476897363348.0
2023-01-10,ZCH0GA5C,ST12000NM0007,12000138625024,0,30911656.0,6.0,0.0,839613121.0,29170.0,6.0,0.0,0.0,24.0,287.0,1231.0,24.0,30911656.0,0.0,0.0,0.0,28942.0,168128953872.0,350022710700.0
2023-01-10,ZCH0GBE8,ST12000NM0007,12000138625024,0,63027352.0,10.0,56.0,842626984.0,29468.0,10.0,0.0,0.0,26.0,318.0,1244.0,26.0,63027352.0,0.0,0.0,0.0,29249.0,257251673264.0,343197284858.0
2023-01-10,ZCH0H28V,ST12000NM0007,12000138625024,0,180258264.0,4.0,0.0,373512633.0,29456.0,4.0,0.0,0.0,28.0,407.0,1305.0,28.0,180258264.0,0.0,0.0,0.0,29305.0,86910074176.0,305605472542.0
2023-01-10,ZJV007ZH,ST12000NM0007,12000138625024,0,207490768.0,17.0,0.0,362860094.0,29017.0,17.0,0.0,0.0,26.0,343.0,1755.0,26.0,207490768.0,0.0,0.0,0.0,28756.0,95305692104.0,373408252670.0
2023-01-10,ZJV00QMT,ST12000NM0007,12000138625024,0,101837536.0,3.0,0.0,861601497.0,24990.0,3.0,0.0,0.0,21.0,315.0,1126.0,21.0,101837536.0,0.0,0.0,0.0,24853.0,74356698336.0,273890776980.0
2023-01-10,ZJV0215V,ST12000NM0007,12000138625024,0,156324288.0,4.0,0.0,269409879.0,12187.0,4.0,0.0,0.0,31.0,171.0,2484.0,31.0,156324288.0,0.0,0.0,0.0,11126.0,44639652592.0,99316149934.0
2023-01-10,ZJV02FB4,ST12000NM0007,12000138625024,0,40383976.0,1.0,0.0,540817141.0,28857.0,1.0,0.0,0.0,21.0,345.0,1313.0,21.0,40383976.0,0.0,0.0,0.0,28700.0,90183029144.0,301947883880.0
2023-01-10,ZJV02ZZG,ST12000NM0007,12000138625024,0,97010792.0,3.0,0.0,406638541.0,22610.0,3.0,0.0,0.0,39.0,330.0,973.0,39.0,97010792.0,0.0,0.0,0.0,22495.0,66412490632.0,299652143214.0
2023-01-10,ZJV043KL,ST12000NM0007,12000138625024,0,200972816.0,17.0,0.0,303330422.0,29016.0,17.0,0.0,0.0,28.0,397.0,1809.0,28.0,200972816.0,0.0,0.0,0.0,28743.0,96397909032.0,394037878976.0
2023-01-10,ZJV043KW,ST12000NM0007,12000138625024,0,35036456.0,55.0,0.0,349678363.0,29016.0,55.0,0.0,0.0,21.0,424.0,1987.0,21.0,35036456.0,0.0,0.0,0.0,28718.0,95886377016.0,381199974857.0
2023-01-10,ZJV04PSN,ST12000NM0007,12000138625024,0,87725392.0,39.0,0.0,510498864.0,29348.0,40.0,0.0,0.0,24.0,452.0,1367.0,24.0,87725392.0,0.0,0.0,0.0,29189.0,85316396304.0,342018081792.0
2023-01-10,ZJV05TH0,ST12000NM0007,12000138625024,0,183312536.0,13.0,0.0,974052974.0,28505.0,14.0,0.0,0.0,31.0,397.0,1248.0,31.0,183312536.0,0.0,0.0,0.0,28347.0,122357991288.0,420695735969.0
2023-01-10,ZJV0C73D,ST12000NM0007,12000138625024,0,105355192.0,5.0,0.0,880264437.0,30435.0,5.0,0.0,0.0,30.0,366.0,1308.0,30.0,105355192.0,0.0,0.0,0.0,30289.0,94298341752.0,353317317120.0
2023-01-10,ZJV0EA6H,ST12000NM0007,12000138625024,0,178123136.0,1.0,0.0,947402113.0,30420.0,1.0,0.0,0.0,18.0,360.0,1316.0,18.0,178123136.0,0.0,0.0,0.0,30267.0,92980363680.0,346163190516.0
