date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_3_normalized,smart_4_normalized,smart_5_normalized,smart_7_normalized,smart_9_normalized,smart_187_normalized,smart_190_normalized,smart_191_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_197_normalized,smart_198_normalized
2023-01-10,ZA105BNF,ST8000DM002,8001563222016,0,69.0,88.0,100.0,100.0,93.0,34.0,100.0,70.0,100.0,100.0,30.0,1.0,100.0,100.0
2023-01-10,ZA105CC9,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,94.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA105K8S,ST8000DM002,8001563222016,0,81.0,85.0,100.0,100.0,94.0,34.0,100.0,76.0,100.0,100.0,24.0,1.0,100.0,100.0
2023-01-10,ZA105K9S,ST8000DM002,8001563222016,0,82.0,85.0,100.0,100.0,94.0,39.0,100.0,76.0,96.0,63.0,24.0,1.0,100.0,100.0
2023-01-10,ZA106GYG,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,95.0,36.0,100.0,62.0,88.0,65.0,38.0,1.0,100.0,100.0
2023-01-10,ZA106RPJ,ST8000DM002,8001563222016,0,69.0,85.0,100.0,100.0,93.0,34.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA106XRE,ST8000DM002,8001563222016,0,64.0,88.0,100.0,100.0,94.0,35.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA106YT7,ST8000DM002,8001563222016,0,80.0,88.0,100.0,100.0,94.0,35.0,100.0,76.0,100.0,100.0,24.0,18.0,100.0,100.0
2023-01-10,ZA106YX1,ST8000DM002,8001563222016,0,100.0,84.0,100.0,100.0,93.0,34.0,100.0,75.0,100.0,100.0,25.0,100.0,100.0,100.0
2023-01-10,ZA106Z5M,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,93.0,34.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA106ZTV,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,93.0,36.0,100.0,54.0,100.0,100.0,46.0,1.0,100.0,100.0
2023-01-10,ZA1072R2,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,34.0,100.0,75.0,100.0,100.0,25.0,1.0,100.0,100.0
2023-01-10,ZA1075Z2,ST8000DM002,8001563222016,0,79.0,88.0,100.0,100.0,94.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA107EB1,ST8000DM002,8001563222016,0,77.0,92.0,100.0,100.0,90.0,34.0,100.0,79.0,100.0,100.0,21.0,1.0,100.0,100.0
2023-01-10,ZA107ELR,ST8000DM002,8001563222016,0,80.0,85.0,100.0,100.0,93.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA107GNS,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,95.0,50.0,100.0,69.0,55.0,65.0,31.0,1.0,100.0,100.0
2023-01-10,ZA107H73,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,34.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA107HE2,ST8000DM002,8001563222016,0,78.0,89.0,100.0,100.0,94.0,35.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA107PVV,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,92.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA107Q13,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,92.0,34.0,100.0,79.0,100.0,100.0,21.0,1.0,100.0,100.0
2023-01-10,ZA107TDZ,ST8000DM002,8001563222016,0,82.0,88.0,100.0,100.0,94.0,35.0,100.0,75.0,100.0,100.0,25.0,1.0,100.0,100.0
2023-01-10,ZA107TRW,ST8000DM002,8001563222016,0,84.0,92.0,100.0,100.0,92.0,34.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-10,ZA107V5W,ST8000DM002,8001563222016,0,72.0,89.0,100.0,100.0,94.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA107VKM,ST8000DM002,8001563222016,0,80.0,88.0,100.0,100.0,94.0,34.0,100.0,65.0,100.0,100.0,35.0,1.0,100.0,100.0
2023-01-10,ZA107VMH,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,92.0,34.0,100.0,71.0,100.0,100.0,29.0,20.0,100.0,100.0
2023-01-10,ZA107VPB,ST8000DM002,8001563222016,0,80.0,92.0,100.0,100.0,92.0,34.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-10,ZA107VR1,ST8000DM002,8001563222016,0,77.0,89.0,100.0,100.0,94.0,34.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-10,ZA107VTF,ST8000DM002,8001563222016,0,100.0,84.0,100.0,100.0,91.0,34.0,100.0,79.0,100.0,100.0,21.0,100.0,100.0,100.0
2023-01-10,ZA107VV6,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,94.0,35.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA107W4J,ST8000DM002,8001563222016,0,81.0,89.0,100.0,100.0,94.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA107WDZ,ST8000DM002,8001563222016,0,82.0,88.0,100.0,100.0,95.0,35.0,100.0,75.0,100.0,100.0,25.0,1.0,100.0,100.0
2023-01-10,ZA107WH1,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,94.0,39.0,100.0,74.0,95.0,65.0,26.0,1.0,100.0,100.0
2023-01-10,ZA107YEX,ST8000DM002,8001563222016,0,83.0,85.0,100.0,100.0,94.0,41.0,100.0,63.0,83.0,60.0,37.0,1.0,100.0,100.0
2023-01-10,ZA107YT9,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,91.0,34.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA1082HB,ST8000DM002,8001563222016,0,82.0,88.0,100.0,100.0,93.0,34.0,100.0,70.0,100.0,100.0,30.0,1.0,100.0,100.0
2023-01-10,ZA1082T6,ST8000DM002,8001563222016,0,77.0,84.0,100.0,100.0,92.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA1082ZG,ST8000DM002,8001563222016,0,81.0,88.0,100.0,100.0,94.0,34.0,100.0,67.0,100.0,100.0,33.0,1.0,100.0,100.0
2023-01-10,ZA10835M,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,93.0,34.0,100.0,80.0,100.0,100.0,20.0,1.0,100.0,100.0
2023-01-10,ZA1083F7,ST8000DM002,8001563222016,0,77.0,88.0,100.0,100.0,93.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA1083ZX,ST8000DM002,8001563222016,0,84.0,87.0,100.0,100.0,92.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-10,ZA1084DM,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,92.0,34.0,100.0,70.0,100.0,100.0,30.0,1.0,100.0,100.0
2023-01-10,ZA1085Y9,ST8000DM002,8001563222016,0,79.0,88.0,100.0,100.0,93.0,36.0,100.0,78.0,100.0,100.0,22.0,1.0,100.0,100.0
2023-01-10,ZA1086BE,ST8000DM002,8001563222016,0,81.0,86.0,100.0,100.0,92.0,34.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-10,ZA10870A,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,96.0,36.0,100.0,69.0,90.0,65.0,31.0,1.0,100.0,100.0
2023-01-10,ZA108CVB,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,34.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA108D54,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,95.0,36.0,100.0,64.0,92.0,68.0,36.0,1.0,100.0,100.0
2023-01-10,ZA108GNQ,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,93.0,34.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA108GY7,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,34.0,100.0,75.0,100.0,100.0,25.0,1.0,100.0,100.0
2023-01-10,ZA108J72,ST8000DM002,8001563222016,0,80.0,88.0,100.0,100.0,94.0,34.0,100.0,69.0,100.0,100.0,31.0,1.0,100.0,100.0
2023-01-10,ZA108J7P,ST8000DM002,8001563222016,0,79.0,84.0,100.0,100.0,92.0,34.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA108Q4D,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,93.0,34.0,100.0,79.0,100.0,100.0,21.0,1.0,100.0,100.0
2023-01-10,ZA108RET,ST8000DM002,8001563222016,0,71.0,90.0,100.0,100.0,96.0,35.0,100.0,70.0,96.0,67.0,30.0,1.0,100.0,100.0
2023-01-10,ZA108RGG,ST8000DM002,8001563222016,0,76.0,89.0,100.0,100.0,91.0,34.0,100.0,70.0,100.0,100.0,30.0,1.0,100.0,100.0
2023-01-10,ZA108SHY,ST8000DM002,8001563222016,0,80.0,88.0,100.0,100.0,94.0,38.0,100.0,73.0,86.0,66.0,27.0,1.0,100.0,100.0
2023-01-10,ZA1092EY,ST8000DM002,8001563222016,0,78.0,85.0,100.0,100.0,93.0,45.0,100.0,58.0,95.0,87.0,42.0,1.0,100.0,100.0
2023-01-10,ZA1092QY,ST8000DM002,8001563222016,0,83.0,84.0,100.0,100.0,92.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA1093D9,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,93.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-10,ZA1093DL,ST8000DM002,8001563222016,0,81.0,84.0,100.0,100.0,92.0,34.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA1093FN,ST8000DM002,8001563222016,0,72.0,84.0,100.0,100.0,93.0,34.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA1093XY,ST8000DM002,8001563222016,0,68.0,88.0,100.0,100.0,93.0,34.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-10,ZA109600,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,35.0,100.0,78.0,100.0,100.0,22.0,20.0,100.0,100.0
2023-01-10,ZA10969N,ST8000DM002,8001563222016,0,77.0,84.0,100.0,100.0,94.0,34.0,100.0,78.0,100.0,100.0,22.0,1.0,100.0,100.0
2023-01-10,ZA1096SV,ST8000DM002,8001563222016,0,80.0,89.0,100.0,100.0,93.0,34.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-10,ZA109BDJ,ST8000DM002,8001563222016,0,67.0,84.0,100.0,100.0,93.0,34.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA109BTC,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,35.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-10,ZA109C4X,ST8000DM002,8001563222016,0,81.0,85.0,100.0,100.0,96.0,35.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA109CEE,ST8000DM002,8001563222016,0,74.0,85.0,100.0,100.0,92.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-10,ZA109D0V,ST8000DM002,8001563222016,0,78.0,86.0,100.0,100.0,93.0,34.0,100.0,70.0,100.0,100.0,30.0,1.0,100.0,100.0
2023-01-10,ZA109EXB,ST8000DM002,8001563222016,0,76.0,86.0,100.0,100.0,94.0,34.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA109FK8,ST8000DM002,8001563222016,0,82.0,89.0,100.0,100.0,92.0,34.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-10,ZA109FMR,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,95.0,35.0,100.0,75.0,100.0,100.0,25.0,1.0,100.0,100.0
2023-01-10,ZA109GF4,ST8000DM002,8001563222016,0,71.0,84.0,100.0,100.0,94.0,35.0,100.0,79.0,90.0,87.0,21.0,1.0,100.0,100.0
2023-01-10,ZA109GS1,ST8000DM002,8001563222016,0,76.0,93.0,100.0,100.0,93.0,35.0,100.0,78.0,100.0,100.0,22.0,1.0,100.0,100.0
2023-01-10,ZA109GSQ,ST8000DM002,8001563222016,0,73.0,92.0,100.0,100.0,93.0,34.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-10,ZA109GX9,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,92.0,34.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA109HBM,ST8000DM002,8001563222016,0,82.0,88.0,100.0,100.0,94.0,35.0,100.0,75.0,100.0,100.0,25.0,15.0,100.0,100.0
2023-01-10,ZA109HJV,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,94.0,34.0,100.0,75.0,100.0,100.0,25.0,1.0,100.0,100.0
2023-01-10,ZA109J8M,ST8000DM002,8001563222016,0,71.0,84.0,100.0,100.0,94.0,35.0,100.0,76.0,100.0,100.0,24.0,1.0,100.0,100.0
2023-01-10,ZA109LAR,ST8000DM002,8001563222016,0,84.0,84.0,100.0,100.0,95.0,35.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA109P93,ST8000DM002,8001563222016,0,73.0,84.0,100.0,100.0,93.0,34.0,100.0,78.0,100.0,100.0,22.0,1.0,100.0,100.0
2023-01-10,ZA109QNE,ST8000DM002,8001563222016,0,66.0,84.0,100.0,100.0,92.0,34.0,100.0,79.0,100.0,100.0,21.0,1.0,100.0,100.0
2023-01-10,ZA109S76,ST8000DM002,8001563222016,0,84.0,86.0,100.0,100.0,92.0,34.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA109TJA,ST8000DM002,8001563222016,0,82.0,88.0,100.0,100.0,92.0,34.0,100.0,68.0,100.0,100.0,32.0,1.0,100.0,100.0
2023-01-10,ZA109TWA,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,93.0,34.0,100.0,80.0,100.0,100.0,20.0,1.0,100.0,100.0
2023-01-10,ZA109TXE,ST8000DM002,8001563222016,0,76.0,84.0,100.0,100.0,95.0,35.0,100.0,76.0,100.0,100.0,24.0,1.0,100.0,100.0
2023-01-10,ZA109X2N,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,92.0,34.0,100.0,79.0,100.0,100.0,21.0,1.0,100.0,100.0
2023-01-10,ZA109YC0,ST8000DM002,8001563222016,0,81.0,88.0,100.0,100.0,92.0,34.0,100.0,70.0,100.0,100.0,30.0,1.0,100.0,100.0
2023-01-10,ZA109YCW,ST8000DM002,8001563222016,0,83.0,88.0,100.0,100.0,92.0,34.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-10,ZA10A212,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,92.0,34.0,100.0,79.0,100.0,100.0,21.0,1.0,100.0,100.0
2023-01-10,ZA10A48Z,ST8000DM002,8001563222016,0,82.0,88.0,100.0,100.0,94.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA10A4EE,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,95.0,35.0,100.0,76.0,100.0,100.0,24.0,18.0,100.0,100.0
2023-01-10,ZA10A4JG,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,94.0,35.0,100.0,76.0,100.0,100.0,24.0,1.0,100.0,100.0
2023-01-10,ZA10A8B0,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,94.0,35.0,100.0,76.0,100.0,100.0,24.0,21.0,100.0,100.0
2023-01-10,ZA10A8RV,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,95.0,35.0,100.0,76.0,100.0,100.0,24.0,1.0,100.0,100.0
2023-01-10,ZA10A987,ST8000DM002,8001563222016,0,80.0,89.0,100.0,100.0,94.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA10AA56,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,35.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA10ABNP,ST8000DM002,8001563222016,0,82.0,88.0,100.0,100.0,93.0,34.0,100.0,77.0,100.0,100.0,23.0,1.0,100.0,100.0
2023-01-10,ZA10ABPD,ST8000DM002,8001563222016,0,84.0,88.0,100.0,100.0,93.0,34.0,100.0,70.0,100.0,100.0,30.0,1.0,100.0,100.0
2023-01-10,ZA10ABQY,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,94.0,35.0,100.0,70.0,100.0,100.0,30.0,1.0,100.0,100.0
2023-01-10,ZA10AK10,ST8000DM002,8001563222016,0,80.0,84.0,100.0,100.0,92.0,36.0,100.0,70.0,96.0,76.0,30.0,1.0,100.0,100.0
2023-01-10,ZA10AK4R,ST8000DM002,8001563222016,0,83.0,88.0,100.0,100.0,93.0,35.0,100.0,72.0,100.0,100.0,28.0,1.0,100.0,100.0
2023-01-10,ZA10AL9H,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,84.0,50.0,100.0,75.0,100.0,100.0,25.0,1.0,100.0,100.0
2023-01-10,ZA10AP53,ST8000DM002,8001563222016,0,78.0,84.0,100.0,100.0,95.0,34.0,100.0,78.0,100.0,100.0,22.0,1.0,100.0,100.0
2023-01-10,ZA10APMB,ST8000DM002,8001563222016,0,82.0,88.0,100.0,100.0,94.0,35.0,100.0,73.0,100.0,100.0,27.0,1.0,100.0,100.0
2023-01-10,ZA10AQ0L,ST8000DM002,8001563222016,0,83.0,87.0,100.0,100.0,93.0,34.0,100.0,70.0,100.0,100.0,30.0,1.0,100.0,100.0
2023-01-10,ZA10AQKC,ST8000DM002,8001563222016,0,82.0,89.0,100.0,100.0,94.0,35.0,100.0,71.0,100.0,100.0,29.0,1.0,100.0,100.0
2023-01-10,ZA10AS9B,ST8000DM002,8001563222016,0,82.0,84.0,100.0,100.0,93.0,35.0,100.0,74.0,100.0,100.0,26.0,1.0,100.0,100.0
2023-01-10,ZA10ASAC,ST8000DM002,8001563222016,0,83.0,88.0,100.0,100.0,94.0,34.0,100.0,73.0,100.0,100.0,27.0,20.0,100.0,100.0
